ZIP_Code,Restaurant_Name,Rating,Review_Count,Price_Level,Latitude,Longitude,Category,Neighborhood,Address
90232,Meet in Paris French Bistro,4.2,921,2.0,34.022013,-118.396433,Food,Culver City,"9727 Culver Blvd, Culver City, CA 90232, USA"
90232,Margot,4.1,666,,34.027363,-118.386984,Wine Bar,Culver City,"8820 Washington Blvd Suite 301, Culver City, CA 90232, USA"
90232,Merka Saltao,4.7,32,,34.02467,-118.394189,Food,Culver City,"3850 Main St Ste B, Culver City, CA 90232, USA"
90232,Simonette Restaurant,4.3,388,2.0,34.023077,-118.393361,Bar,Culver City,"3927 Van Buren Pl, Culver City, CA 90232, USA"
90232,Nardò Culver City,4.7,108,,34.022077,-118.39635,Catering Service,Culver City,"9725 Culver Blvd, Culver City, CA 90232, USA"
90232,"Hey, Sunshine Kitchen",4.9,721,2.0,34.016815,-118.406435,Sandwich Shop,Culver City,"3863 Overland Ave, Culver City, CA 90232, USA"
90230,Culver City Cuisine,4.5,143,,33.986838,-118.396295,Food Court,Culver City,"5660-5668 Selmaraine Dr, Culver City, CA 90230, USA"
90232,Butterfly,4.5,42,,34.028098,-118.387252,Bar,Culver City,"8801 Washington Blvd, Culver City, CA 90232, USA"
90232,AFURI Culver City,4.3,211,1.0,34.024386,-118.393404,Meal Takeaway,Culver City,"9300 Culver Blvd Unit 117, Culver City, CA 90232, USA"
90232,Carasau Ristorante,4.5,352,2.0,34.023488,-118.393474,Wine Bar,Culver City,"3912/3918 Van Buren Pl, Culver City, CA 90232, USA"
11188,Metro Cafe,4.6,1145,2.0,34.008889,-118.413333,Cafe,Culver City,"11188 Washington Pl, Culver City, CA 90232, USA"
90232,esme,4.8,125,,34.024604,-118.394745,Wine Bar,Culver City,"3837 Main St, Culver City, CA 90232, USA"
90266,JOEY Manhattan Beach,4.8,3643,2.0,33.898796,-118.395177,Bar,Manhattan Beach,"3120 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA"
90266,Manhattan Beach Post,4.6,1437,2.0,33.885247,-118.410742,Wine Bar,Manhattan Beach,"1142 Manhattan Ave, Manhattan Beach, CA 90266, USA"
90266,The Strand House,4.5,2848,3.0,33.884774,-118.41137,Bar,Manhattan Beach,"117 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA"
90266,Nick's Manhattan Beach,4.6,1247,2.0,33.886049,-118.408868,Food,Manhattan Beach,"451 Manhattan Beach Blvd D, Manhattan Beach, CA 90266, USA"
90266,Simmzy's Restaurant Manhattan Beach,4.6,1016,2.0,33.885195,-118.410034,Pub,Manhattan Beach,"229 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA"
90266,BOA Steakhouse Manhattan Beach,4.7,479,4.0,33.89879,-118.395622,Steak House,Manhattan Beach,"3110 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA"
90266,The Kettle,4.5,3969,2.0,33.885365,-118.409683,Diner,Manhattan Beach,"1138 Highland Ave, Manhattan Beach, CA 90266, USA"
90266,FISHBAR,4.6,2033,2.0,33.901731,-118.41832,Bar,Manhattan Beach,"3801 Highland Ave, Manhattan Beach, CA 90266, USA"
90266,Rock'N Fish,4.5,1795,2.0,33.884371,-118.411102,Steak House,Manhattan Beach,"120 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA"
90266,Tin Roof Bistro,4.6,1599,2.0,33.899779,-118.395543,Bar,Manhattan Beach,"3500 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA"
90266,Love & Salt,4.5,626,3.0,33.885459,-118.409317,Food,Manhattan Beach,"317 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA"
90266,brewco social,4.3,418,2.0,33.884487,-118.411067,Bar,Manhattan Beach,"124 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA"
90266,Wood Ranch Manhattan Beach,4.5,90,2.0,33.901652,-118.386116,Food,Manhattan Beach,"1550 Rosecrans Ave, Manhattan Beach, CA 90266, USA"
90266,Fishing With Dynamite,4.7,1040,3.0,33.885354,-118.410917,Food,Manhattan Beach,"1148 Manhattan Ave, Manhattan Beach, CA 90266, USA"
90266,The Hook & Plow,4.1,48,,33.884462,-118.410267,Food,Manhattan Beach,"1112 Manhattan Ave, Manhattan Beach, CA 90266, USA"
90266,Sloopy's Beach Cafe,4.5,722,2.0,33.899579,-118.417046,Meal Takeaway,Manhattan Beach,"3416 Highland Ave, Manhattan Beach, CA 90266, USA"
90266,Urban Plates,4.8,1808,2.0,33.895682,-118.394442,Sandwich Shop,Manhattan Beach,"2650 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA"
90266,Mercado Restaurant Manhattan Beach,4.4,363,2.0,33.89922,-118.394056,Food,Manhattan Beach,"3212A N Sepulveda Blvd, Manhattan Beach, CA 90266, USA"
90266,Shellback Tavern,4.5,763,1.0,33.884421,-118.411215,Bar,Manhattan Beach,"116 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA"
90266,Ocean View Cafe,4.5,412,2.0,33.886396,-118.410715,Cafe,Manhattan Beach,"229 13th St, Manhattan Beach, CA 90266, USA"
90277,Bluewater Grill,4.4,2556,2.0,33.848616,-118.396344,Bar,Redondo Beach,"665 N Harbor Dr, Redondo Beach, CA 90277, USA"
90277,Riviera House,4.4,240,,33.818197,-118.387928,Bar,Redondo Beach,"1708 S Catalina Ave, Redondo Beach, CA 90277, USA"
90277,Rockefeller - Redondo Beach,4.4,593,2.0,33.818388,-118.388446,Pub,Redondo Beach,"1707 S Catalina Ave, Redondo Beach, CA 90277, USA"
90277,Sea Level Restaurant and Lounge,4.4,719,2.0,33.847337,-118.394941,Food,Redondo Beach,"655 N Harbor Dr, Redondo Beach, CA 90277, USA"
90277,R/10 Social House,4.4,965,2.0,33.842631,-118.39205,Night Club,Redondo Beach,"179 N Harbor Dr, Redondo Beach, CA 90277, USA"
90277,Chart House,4.4,1512,3.0,33.851466,-118.398599,Banquet Hall,Redondo Beach,"231 Yacht Club Way, Redondo Beach, CA 90277, USA"
90277,"Kincaid's Fish, Chop & Steakhouse",4.4,2050,3.0,33.840711,-118.391967,Steak House,Redondo Beach,"500 Fishermans Wharf, Redondo Beach, CA 90277, USA"
90277,Riviera Mexican Cantina,4.4,228,2.0,33.842645,-118.392987,Food,Redondo Beach,"207 N Harbor Dr, Redondo Beach, CA 90277, USA"
90277,Old Tony's,4.3,2433,2.0,33.839219,-118.391546,Food,Redondo Beach,"210 Fishermans Wharf, Redondo Beach, CA 90277, USA"
90277,Riviera Mexican Grill,4.7,1875,2.0,33.819466,-118.385689,Bar,Redondo Beach,"1615 S Pacific Coast Hwy, Redondo Beach, CA 90277, USA"
90277,BALEENkitchen,4.3,367,3.0,33.845383,-118.396934,Bar,Redondo Beach,"260 Portofino Way, Redondo Beach, CA 90277, USA"
90277,The Slip Bar & Eatery - Redondo Beach,4.6,469,2.0,33.841524,-118.391165,Bar And Grill,Redondo Beach,"120 N International Boardwalk, Redondo Beach, CA 90277, USA"
90277,H.T. Grill,4.5,909,2.0,33.819003,-118.388507,Bar,Redondo Beach,"1701 S Catalina Ave, Redondo Beach, CA 90277, USA"
90277,Good Stuff - Redondo Beach,4.6,1304,2.0,33.819298,-118.385653,Food,Redondo Beach,"1617 S Pacific Coast Hwy #102, Redondo Beach, CA 90277, USA"
90277,The Hook & Plow,4.3,211,2.0,33.817365,-118.387966,Food,Redondo Beach,"1729 S Catalina Ave, Redondo Beach, CA 90277, USA"
90277,Redondo Beach Crab House,4.0,593,2.0,33.838947,-118.391238,Market,Redondo Beach,"100 Fishermans Wharf # F, Redondo Beach, CA 90277, USA"
90278,Lobster-Guys,4.7,271,2.0,33.873062,-118.371099,Food,Redondo Beach,"2217 Artesia Blvd, Redondo Beach, CA 90278, USA"
90277,Ragin Cajun Cafe,4.2,1636,2.0,33.833494,-118.385328,Food,Redondo Beach,"525 S Pacific Coast Hwy, Redondo Beach, CA 90277, USA"
90803,Saint & Second,4.6,2649,2.0,33.761171,-118.137677,Bar,Long Beach,"4828 2nd St, Long Beach, CA 90803, USA"
90802,Yard House,4.4,6128,2.0,33.761486,-118.190268,Bar And Grill,Long Beach,"401 Shoreline Village Dr, Long Beach, CA 90802, USA"
90803,Nick's on 2nd Long Beach,4.7,2181,2.0,33.761465,-118.137035,Food,Long Beach,"4901 2nd St, Long Beach, CA 90803, USA"
90803,The Attic,4.5,3355,2.0,33.764666,-118.151536,Food,Long Beach,"3441 E Broadway, Long Beach, CA 90803, USA"
90802,Parkers' Lighthouse,4.5,3804,3.0,33.759861,-118.191797,Diner,Long Beach,"435 Shoreline Village Drive, Long Beach, CA 90802, USA"
90803,Boathouse on the Bay,4.4,2753,3.0,33.747785,-118.115115,Steak House,Long Beach,"190 N Marina Dr, Long Beach, CA 90803, USA"
90803,Tantalum Restaurant,4.5,2096,2.0,33.761871,-118.116988,Bar,Long Beach,"6272 Pacific Coast Hwy, Long Beach, CA 90803, USA"
90802,Gladstone's Long Beach,4.1,2422,2.0,33.761977,-118.193305,Steak House,Long Beach,"330 S Pine Ave, Long Beach, CA 90802, USA"
90802,The Ordinarie Tavern,4.5,804,2.0,33.769587,-118.190926,Bar And Grill,Long Beach,"210 The Promenade N, Long Beach, CA 90802, USA"
90802,The Breakfast Bar,4.4,2769,2.0,33.767471,-118.184836,Food,Long Beach,"70 Atlantic Ave, Long Beach, CA 90802, USA"
90802,Tequila Jack's Restaurant & Cantina,4.4,4774,2.0,33.761078,-118.19014,Bar,Long Beach,"407 Shoreline Village Dr, Long Beach, CA 90802, USA"
90802,555 East American Steakhouse,4.6,2081,3.0,33.767028,-118.185928,Steak House,Long Beach,"555 E Ocean Blvd, Long Beach, CA 90802, USA"
90802,Gaucho Beach,4.0,467,2.0,33.764323,-118.182996,Food,Long Beach,"780 E Shoreline Dr Suite B, Long Beach, CA 90802, USA"
90802,Fuego Restaurant & Bar,4.3,1340,3.0,33.757146,-118.19861,Bar,Long Beach,"700 Queensway Dr, Long Beach, CA 90802, USA"
90802,AMMATOLI,4.5,1643,2.0,33.770694,-118.1897,Food,Long Beach,"285 E 3rd St, Long Beach, CA 90802, USA"
90804,Bushfire Kitchen - Long Beach,4.9,123,,33.786742,-118.140147,Food,Long Beach,"4610 Pacific Coast Hwy, Long Beach, CA 90804, USA"
90802,BO-beau kitchen + roof tap,4.4,1488,2.0,33.768977,-118.192269,Bar,Long Beach,"144 Pine Ave, Long Beach, CA 90802, USA"
90803,Schooner Or Later,4.5,2835,2.0,33.751988,-118.108421,Diner,Long Beach,"241 N Marina Dr, Long Beach, CA 90803, USA"
90806,The MODERN Kitchen + Bar,4.8,57,3.0,33.812314,-118.158661,Food,Long Beach,"2801 E Spring St, Long Beach, CA 90806, USA"
90804,The Crooked Duck,4.6,1441,2.0,33.783776,-118.134533,Food,Long Beach,"5096 CA-1, Long Beach, CA 90804, USA"
91501,Castaway,4.6,9782,3.0,34.204197,-118.303032,Steak House,Burbank,"1250 E Harvard Rd, Burbank, CA 91501, USA"
91505,Smoke House Restaurant,4.4,4281,3.0,34.145522,-118.341308,Bar,Burbank,"4420 Lakeside Dr, Burbank, CA 91505, USA"
91502,Yard House,4.4,2874,2.0,34.181194,-118.311689,Bar And Grill,Burbank,"100 E Palm Ave, Burbank, CA 91502, USA"
91502,Granville,4.5,2199,2.0,34.181135,-118.309326,Bar,Burbank,"121 N San Fernando Blvd, Burbank, CA 91502, USA"
91502,Finney's Crafthouse - Burbank,4.4,855,2.0,34.181992,-118.310616,Bar,Burbank,"164 E Palm Ave #102, Burbank, CA 91502, USA"
91502,Wood Ranch,4.5,2439,2.0,34.180498,-118.310586,Bar And Grill,Burbank,"110 N 1st St, Burbank, CA 91502, USA"
91505,Pinocchio Restaurant,4.5,2668,2.0,34.17004,-118.341295,Diner,Burbank,"3103 Magnolia Blvd, Burbank, CA 91505, USA"
91502,Palma Ristorante,4.6,72,,34.183397,-118.309878,Steak House,Burbank,"269 E Palm Ave, Burbank, CA 91502, USA"
91502,Over Under Public House,4.1,514,2.0,34.182684,-118.310936,Food,Burbank,"310 N San Fernando Blvd, Burbank, CA 91502, USA"
91505,Olive & Thyme,4.5,554,2.0,34.152589,-118.341723,Sandwich Shop,Burbank,"3821 W Riverside Dr, Burbank, CA 91505, USA"
91504,Charlie and Friends,4.7,221,2.0,34.208584,-118.342758,Food,Burbank,"7590 Glenoaks Blvd, Burbank, CA 91504, USA"
91502,BJ's Restaurant & Brewhouse,4.4,4208,2.0,34.178775,-118.309393,Bar,Burbank,"107 S First St, Burbank, CA 91502, USA"
91506,Olives Bistro,4.4,190,2.0,34.165087,-118.32562,Food,Burbank,"2011 W Olive Ave, Burbank, CA 91506, USA"
91502,Islands Restaurant Burbank,4.3,1578,2.0,34.18073,-118.311066,Bar And Grill,Burbank,"101 E Orange Grove Ave, Burbank, CA 91502, USA"
91505,The New Deal Restaurant and Wine Bar,4.5,311,2.0,34.168689,-118.345154,Wine Bar,Burbank,"3501 Magnolia Blvd, Burbank, CA 91505, USA"
91502,The Boiling Crab,4.5,2081,2.0,34.181879,-118.311101,Food,Burbank,"140 Palm Ave #210, Burbank, CA 91502, USA"
91501,Hilltop Restaurant and Bar,4.2,127,,34.206623,-118.304681,Wedding Venue,Burbank,"1500 E Walnut Ave, Burbank, CA 91501, USA"
91502,Kalaveras - Burbank,4.2,190,2.0,34.181728,-118.310272,Food,Burbank,"221 N San Fernando Blvd, Burbank, CA 91502, USA"
91506,Tallyrand,4.5,1749,2.0,34.166805,-118.322922,Bar,Burbank,"1700 W Olive Ave, Burbank, CA 91506, USA"
91505,e.d.b.,4.4,299,2.0,34.194061,-118.347859,Bar,Burbank,"2500 N Hollywood Way, Burbank, CA 91505, USA"
91203,Salt and Olive,4.6,605,2.0,34.151919,-118.254782,Food,Glendale,"400 N Brand Blvd, Glendale, CA 91203, USA"
91210,Bacari GDL,4.6,917,2.0,34.143972,-118.255287,Wine Bar,Glendale,"757 Americana Way, Glendale, CA 91210, USA"
91205,Cècile Trattoria,4.5,60,2.0,34.145515,-118.254229,Food,Glendale,"118 S Brand Blvd, Glendale, CA 91205, USA"
91204,L'Avenue,4.7,207,2.0,34.144639,-118.25475,Bar,Glendale,"156 S Brand Blvd, Glendale, CA 91204, USA"
91210,Din Tai Fung,4.5,2709,2.0,34.144386,-118.258331,Food,Glendale,"1164 Galleria Way, Glendale, CA 91210, USA"
91202,Asteria Restaurant,4.9,79,2.0,34.161632,-118.264776,Food,Glendale,"1121 N Pacific Ave, Glendale, CA 91202, USA"
91205,Raffi's Place,4.5,6041,2.0,34.146556,-118.253452,Meal Takeaway,Glendale,"211 E Broadway, Glendale, CA 91205, USA"
91204,Foxy's Restaurant,4.5,3403,2.0,34.14228,-118.25675,Food,Glendale,"206 W Colorado St, Glendale, CA 91204, USA"
91206,Greek Bistro,4.7,183,2.0,34.147602,-118.254185,Food,Glendale,"135 N Artsakh Ave, Glendale, CA 91206, USA"
91203,Carousel Restaurant Glendale,4.5,1462,2.0,34.150219,-118.254629,Catering Service,Glendale,"304 N Brand Blvd, Glendale, CA 91203, USA"
91210,Trattoria Amici At The Americana At Brand,4.2,783,2.0,34.143721,-118.256334,Wine Bar,Glendale,"783 Americana Way, Glendale, CA 91210, USA"
91203,Damon's Steak House,4.4,1650,2.0,34.150655,-118.255449,Steak House,Glendale,"317 N Brand Blvd, Glendale, CA 91203, USA"
91205,Veranda Restaurant,4.4,189,,34.144768,-118.253985,Bar,Glendale,"141 Artsakh Ave, Glendale, CA 91205, USA"
91203,Atrium Glendale,4.6,46,,34.151042,-118.256182,Catering Service,Glendale,"328 N Orange St Suite C, Glendale, CA 91203, USA"
91203,Eden On Brand,4.3,536,2.0,34.148696,-118.254783,Meal Takeaway,Glendale,"214 N Brand Blvd, Glendale, CA 91203, USA"
91203,Epique Restaurant,4.4,87,2.0,34.148379,-118.254643,Food,Glendale,"204 1/2 N Brand Blvd, Glendale, CA 91203, USA"
91204,Katsin Restaurant and Dining Bar,4.6,312,4.0,34.147033,-118.264715,Food,Glendale,"515 W Broadway unit 111, Glendale, CA 91204, USA"
91205,Karas Dine-In,4.3,664,2.0,34.144573,-118.254729,Food,Glendale,"158 S Brand Blvd, Glendale, CA 91205, USA"
91208,La Cabañita,4.5,1250,2.0,34.201656,-118.228015,Bar,Glendale,"3445 N Verdugo Rd, Glendale, CA 91208, USA"
91203,BJ's Restaurant & Brewhouse,4.2,1780,2.0,34.146497,-118.255332,Bar,Glendale,"101 N Brand Blvd, Glendale, CA 91203, USA"
90303,Cork & Batter,4.0,778,2.0,33.944942,-118.341676,Bar And Grill,Inglewood,"3900 W Century Blvd, Inglewood, CA 90303, USA"
90301,Dulan's Soul Food Kitchen,4.3,3879,2.0,33.961571,-118.352948,Food,Inglewood,"202 E Manchester Blvd, Inglewood, CA 90301, USA"
90302,KUKU Cafe,4.9,152,2.0,33.967573,-118.354226,Food,Inglewood,"318 N La Brea Ave, Inglewood, CA 90302, USA"
90302,The Serving Spoon,4.5,2798,2.0,33.976309,-118.363441,Food,Inglewood,"1403 Centinela Ave, Inglewood, CA 90302, USA"
90302,Two Hommés,4.8,180,2.0,33.974753,-118.357312,Food,Inglewood,"902 N La Brea Ave, Inglewood, CA 90302, USA"
90304,La Fonda Of Inglewood Restaurant & Cafe,4.6,1332,1.0,33.945851,-118.358693,Food,Inglewood,"4649 W Century Blvd, Inglewood, CA 90304, USA"
90301,Martin's Cocina y Cantina,4.4,600,2.0,33.964154,-118.35312,Food,Inglewood,"162 N La Brea Ave, Inglewood, CA 90301, USA"
10011,Everytable,4.7,84,1.0,33.944955,-118.353162,Food,Inglewood,"10011 Hawthorne Blvd, Inglewood, CA 90304, USA"
90302,Bayou Grille,4.1,528,2.0,33.980314,-118.357993,Food,Inglewood,"1400 N La Brea Ave, Inglewood, CA 90302, USA"
90303,The MEETING SPOT,4.8,57,,33.946523,-118.342514,Food,Inglewood,"1231 District Dr Unit 2400A 2400A, Inglewood, CA 90303, USA"
90302,StormBurger,4.4,1106,1.0,33.98133,-118.358225,Food,Inglewood,"1500 N La Brea Ave, Inglewood, CA 90302, USA"
90302,Fiesta Martin Mexican Grill,4.4,2366,1.0,33.980101,-118.357861,Food,Inglewood,"1330 N La Brea Ave, Inglewood, CA 90302, USA"
90301,Little Belize Restaurant,4.2,754,1.0,33.960685,-118.352528,Food,Inglewood,"217 E Nutwood St, Inglewood, CA 90301, USA"
90302,Sunday Gravy,4.4,442,2.0,33.976528,-118.35862,Food Store,Inglewood,"1122 Centinela Ave, Inglewood, CA 90302, USA"
90301,Mr Fries Man,4.6,647,1.0,33.96098,-118.35023,Food,Inglewood,"401 E Hillcrest Blvd C, Inglewood, CA 90301, USA"
90301,Fiesta Martin Bar And Grill,4.3,2470,2.0,33.96655,-118.351406,Bar And Grill,Inglewood,"300 E Florence Ave, Inglewood, CA 90301, USA"
90301,Bianco's Italian Cuisine,4.6,164,2.0,33.951993,-118.352934,Food,Inglewood,"935 S La Brea Ave, Inglewood, CA 90301, USA"
90301,Roscoe's House of Chicken and Waffles,4.1,8577,2.0,33.961898,-118.367346,Food,Inglewood,"621 W Manchester Blvd, Inglewood, CA 90301, USA"
90304,Casa Gamiño Restaurant,4.3,1454,1.0,33.945771,-118.364798,Food,Inglewood,"4937 W Century Blvd, Inglewood, CA 90304, USA"
90301,The Wood BBQ & Sportsbar,3.7,703,2.0,33.963622,-118.352273,Bar,Inglewood,"129 N Market St, Inglewood, CA 90301, USA"
90245,Jame Enoteca,4.6,706,2.0,33.918255,-118.41638,Bar,El Segundo,"241 Main St, El Segundo, CA 90245, USA"
90245,Sausal,4.5,1105,2.0,33.918013,-118.416167,Bar,El Segundo,"219 Main St, El Segundo, CA 90245, USA"
90245,Caló Kitchen + Tequila,4.6,1199,2.0,33.90217,-118.385408,Bar,El Segundo,"2191 Rosecrans Ave, El Segundo, CA 90245, USA"
90245,North Italia,4.5,1851,2.0,33.902496,-118.395589,Wine Bar,El Segundo,"840 CA-1 #110, El Segundo, CA 90245, USA"
90245,Porterhouse,4.8,146,,33.918603,-118.417486,Steak House,El Segundo,"223 Richmond St, El Segundo, CA 90245, USA"
90245,Paul Martin's American Grill,4.4,1751,2.0,33.902383,-118.380946,Steak House,El Segundo,"2361 Rosecrans Ave, El Segundo, CA 90245, USA"
90245,Rock & Brews,4.4,2521,2.0,33.917744,-118.416145,Bar And Grill,El Segundo,"143 Main St, El Segundo, CA 90245, USA"
90245,The Second Wind - Asian inspired Eatery,4.5,33,,33.926334,-118.383984,Food,El Segundo,"747 N Douglas St, El Segundo, CA 90245, USA"
90245,Tavern on Main,4.4,726,2.0,33.91733,-118.416208,Bar,El Segundo,"123 Main St, El Segundo, CA 90245, USA"
90245,True Food Kitchen,4.4,983,2.0,33.902368,-118.395374,Meal Takeaway,El Segundo,"860 Pacific Coast Hwy #100, El Segundo, CA 90245, USA"
90245,Nomad Eatery,4.6,348,2.0,33.902514,-118.389238,Steak House,El Segundo,"2041 Rosecrans Ave #190, El Segundo, CA 90245, USA"
90245,Bruxie,4.6,105,2.0,33.902226,-118.38584,Food,El Segundo,"2181 Rosecrans Ave b, El Segundo, CA 90245, USA"
90245,Lil' Simmzy's on the Deck,4.4,312,2.0,33.902921,-118.394961,Bar,El Segundo,"850 S Sepulveda Blvd, El Segundo, CA 90245, USA"
90245,G’S IL CAPO DEI BAR,4.8,22,,33.918666,-118.417395,Food,El Segundo,"225 Richmond St, El Segundo, CA 90245, USA"
90245,Marmalade Cafe,4.3,1554,2.0,33.904066,-118.393839,Food,El Segundo,"2014 Park Pl, El Segundo, CA 90245, USA"
90245,Fogo de Chão Brazilian Steakhouse,4.6,2341,3.0,33.902298,-118.387376,Steak House,El Segundo,"2121 Rosecrans Ave Ste 1399, El Segundo, CA 90245, USA"
90245,Blossom Ramen,4.7,181,2.0,33.918575,-118.415166,Food,El Segundo,"130 E Grand Ave ste d, El Segundo, CA 90245, USA"
